"","x"
"1351",482762.729909112
"1352",706800.370759249
"1353",830765.284824501
"1354",687914.92384115
"1355",214629.487363681
"1356",857888.947114183
"1357",608660.838271063
"1358",1615692.39589101
"1359",310770.734809532
"1360",1282815.91511024
"1361",448216.451775428
"1362",170881.093898391
"1363",751986.746319607
"1364",215677.073297204
"1365",648176.540707127
"1366",1342970.53201651
"1367",346774.998256555
"1368",549804.038047699
"1369",1899674.28346511
"1370",380519.64493332
"1371",925031.412608791
"1372",42304.5803438882
"1373",850591.49575626
"1374",345832.938609477
"1375",127957.552836017
"1376",175426.87280899
"1377",634952.76956245
"1378",275592.153832556
"1379",288955.957260756
"1380",290294.709368281
"1381",754147.414207728
"1382",986733.123005979
"1383",257483.005673713
"1384",467471.944144108
"1385",243369.275067111
"1386",475612.38126384
"1387",409572.620687108
"1388",469180.692067938
"1389",222031.663193144
"1390",453933.488989841
"1391",875895.513928676
"1392",143111.228153286
"1393",629085.790775822
"1394",676069.64939908
"1395",425517.210761597
"1396",829172.245606145
"1397",258348.156020892
"1398",664727.850995988
"1399",279373.333139752
"1400",1113822.26082883
"1401",560594.650212765
"1402",595983.24138548
"1403",751889.909530749
"1404",259219.384670007
"1405",465575.810838771
"1406",655474.58180645
"1407",351545.674708537
"1408",573103.2256133
"1409",622364.83694683
"1410",367286.158424882
"1411",382608.961814381
"1412",486132.595965264
"1413",375974.518153962
"1414",471133.190634788
"1415",614056.94442647
"1416",802811.238947408
"1417",350090.716340329
"1418",504302.368510291
"1419",457983.071765534
"1420",216707.218460226
"1421",508498.864463763
"1422",649685.248478282
"1423",314885.234826406
"1424",554203.322031066
"1425",1428933.06267604
"1426",495703.17024726
"1427",615965.560456539
"1428",1546945.3093875
"1429",607531.685340585
"1430",736993.335791668
"1431",589654.234873251
"1432",569724.819793906
"1433",458004.785511901
"1434",593828.189602107
"1435",987202.144780555
"1436",688991.916628686
"1437",374766.868168139
"1438",497365.715146839
"1439",199723.309734518
"1440",262238.26559574
"1441",232580.484854776
"1442",379892.562804151
"1443",80942.0774343644
"1444",476382.959636688
"1445",572919.724816173
"1446",602739.2921348
"1447",826472.660995031
"1448",427035.017859008
"1449",349612.028755171
"1450",867096.290477059
"1451",322019.885965881
"1452",404946.48304677
"1453",676477.882581079
"1454",182692.109225278
"1455",300280.64161341
"1456",415938.748432278
"1457",616957.307439126
"1458",442383.285586504
"1459",434707.708540739
"1460",435621.425550979
"1461",1026763.85095294
"1462",46537.3845481416
"1463",418193.758213958
"1464",313715.451680396
"1465",520053.468675246
"1466",476924.131211406
"1467",756084.108223667
"1468",390642.643048059
"1469",577248.986868992
"1470",725441.934973781
"1471",370079.128631179
"1472",715130.007976303
"1473",250009.092388062
"1474",116545.920055043
"1475",469577.938254183
"1476",372718.684738868
"1477",368024.343448551
"1478",279780.512202084
"1479",468652.763240991
"1480",213294.880407182
"1481",387450.594576656
"1482",835504.767298796
"1483",626796.021238809
"1484",601729.168825121
"1485",617691.166547464
"1486",92899.0042717807
"1487",337382.885671014
"1488",1019713.7986409
"1489",960347.641774571
"1490",1476462.34207789
"1491",267923.251059744
"1492",666605.478466028
"1493",654231.103508281
"1494",453305.730994489
"1495",537506.811563471
"1496",188259.976238807
"1497",426320.79068342
"1498",444350.498630007
"1499",239246.987860471
"1500",1847025.83241015
"1501",225511.748568309
"1502",479794.291255977
"1503",1516847.12114636
"1504",324182.534176775
"1505",154204.064632132
"1506",397035.180621678
"1507",802193.214777459
"1508",383764.790687192
"1509",567099.139401768
"1510",519939.7362785
"1511",515195.655928409
"1512",305618.18203292
"1513",328327.720762915
"1514",160811.173407014
"1515",1168387.02416665
"1516",359980.893171511
"1517",598899.378992475
"1518",592224.39613321
"1519",456299.622149777
"1520",581475.554962449
"1521",656212.906615861
"1522",192859.727649715
"1523",179798.063539897
"1524",787404.063181565
"1525",809846.443673082
"1526",108201.852716406
"1527",317002.068704089
"1528",542954.829679428
"1529",353026.654235702
"1530",245013.028681607
"1531",174780.638160351
"1532",382844.106779961
"1533",1006289.12811075
"1534",372286.776107054
"1535",357863.47448145
"1536",500408.0810185
"1537",353150.837617922
"1538",416173.874050371
"1539",394729.489982263
"1540",725148.94113648
"1541",748890.871108507
"1542",664779.642339866
"1543",471979.759421437
"1544",136624.595869867
"1545",236716.8384562
"1546",1590376.10755973
"1547",649681.903636082
"1548",446768.732164205
"1549",407694.133164494
"1550",781801.242186157
"1551",305744.805205414
"1552",282707.068350985
"1553",30990.5862351895
"1554",465411.861916336
"1555",166829.384026567
"1556",2577645.43494122
"1557",835777.854177349
"1558",452254.381523853
"1559",358694.868334487
"1560",446232.773730432
"1561",396410.981017733
"1562",156577.310016039
"1563",433268.080308819
"1564",526825.895996088
"1565",1036673.73662127
"1566",1171798.05099305
"1567",554217.822372237
"1568",414522.806197447
"1569",1014598.9759071
"1570",1960782.00237854
"1571",742498.280793539
"1572",323117.466843074
"1573",429893.768910336
"1574",428193.932264566
"1575",771998.679773381
"1576",488515.606649913
"1577",540280.055783114
"1578",626252.840489549
"1579",484084.249300736
"1580",241622.860193722
"1581",277716.221463244
"1582",470606.329726442
"1583",168899.296067407
"1584",310806.817090772
"1585",1310887.40679155
"1586",150127.96942901
"1587",363831.42008013
"1588",1395610.64409113
"1589",352891.68872776
"1590",261148.779282092
"1591",397761.275297947
"1592",412612.259898125
"1593",229187.674292413
"1594",541763.836562718
"1595",175903.619849821
"1596",227843.889581747
"1597",176077.778167061
"1598",1268761.86728662
"1599",727018.433335951
"1600",447304.946682028
"1601",170653.700976235
"1602",356802.555262247
"1603",147739.671364141
"1604",276595.850645411
"1605",242243.818368863
"1606",742277.998037828
"1607",732893.407480435
"1608",241257.591643238
"1609",522302.387354378
"1610",252602.917388845
"1611",529091.911598503
"1612",277977.155275961
"1613",141198.387595208
"1614",304938.948523951
"1615",518272.364899032
"1616",89509.2032015075
"1617",327718.295566156
"1618",1009442.63878919
"1619",716091.827903494
"1620",344655.555633532
"1621",126458.873117541
"1622",1164753.1179987
"1623",336075.464130988
"1624",280367.229293894
"1625",340013.725389891
"1626",306858.095739498
"1627",240088.14941258
"1628",362393.336905843
"1629",711079.991447435
"1630",938580.214737004
"1631",1135415.37960507
"1632",197390.265193449
"1633",842910.679862994
"1634",1012800.99198156
"1635",425376.930997481
"1636",178704.596901925
"1637",219596.324645854
"1638",423875.282695887
"1639",488620.395780165
"1640",515004.316755114
"1641",1116857.40380731
"1642",448278.64333061
"1643",533609.926827114
"1644",675800.247838811
"1645",380164.779117459
"1646",516003.23655428
"1647",124941.904413828
"1648",1048988.56132257
"1649",399475.236409216
"1650",231426.037729026
"1651",279437.144177757
"1652",451853.391705518
"1653",162573.016409951
"1654",471672.746319267
"1655",391224.297308102
"1656",571354.76090268
"1657",225254.79845854
"1658",1176486.19883878
"1659",380547.04888308
"1660",414877.243542507
"1661",272579.300445246
"1662",290486.218028187
"1663",200833.880038015
"1664",468321.396241874
"1665",600525.305676425
"1666",562621.795285506
"1667",579242.075208417
"1668",590984.032487005
"1669",526804.706012661
"1670",945015.581676716
"1671",275532.601836735
"1672",172442.265944708
"1673",629763.922707624
"1674",151041.400274819
"1675",358815.816341411
"1676",80038.1912947886
"1677",450394.750778833
"1678",1307124.45515989
"1679",296697.626838743
"1680",618211.426650134
"1681",467586.165267858
"1682",121667.28181195
"1683",487437.883914031
"1684",195617.680841931
"1685",337120.692611151
"1686",874230.206161954
"1687",140794.257715018
"1688",724935.15927783
"1689",300049.534176653
"1690",215476.445664414
"1691",254972.87860482
"1692",360962.899728598
"1693",669816.160400725
"1694",222737.621000681
"1695",467988.92081861
"1696",348972.893033795
"1697",338305.170576281
"1698",1085241.03764922
"1699",220868.171703804
"1700",523591.349613566
"1701",538624.530139153
"1702",424477.105189874
"1703",220131.377260359
"1704",475515.581738641
"1705",383481.502532601
"1706",528486.849315669
"1707",641587.950154644
"1708",316063.547677234
"1709",570233.970948619
"1710",131136.317204216
"1711",399170.704231647
"1712",519121.362544268
"1713",498845.668814339
"1714",671809.845812595
"1715",769475.943427539
"1716",175153.363351504
"1717",693578.791932991
"1718",1138158.01955014
"1719",555378.648518271
"1720",224848.528181284
"1721",644025.864151554
"1722",878899.264948186
"1723",402138.313635083
"1724",236244.530530063
"1725",948397.769690193
"1726",534816.483311366
"1727",792698.154637133
"1728",695581.566215326
"1729",784052.496495607
"1730",552322.362594375
"1731",396006.498677244
"1732",368498.371272657
"1733",264724.877157104
"1734",552403.550945481
"1735",497771.499282122
"1736",722287.377477958
"1737",349677.098644635
"1738",752922.979307211
"1739",243084.904292105
"1740",113563.578537045
"1741",280212.295005586
"1742",309460.022483757
"1743",226601.263804364
"1744",92614.2451067541
"1745",443420.416962972
"1746",378892.262990983
"1747",1102139.29581314
"1748",500446.917196692
"1749",296578.037594283
"1750",257304.129415258
"1751",343504.97039011
"1752",1053367.76301705
"1753",279105.982891729
"1754",603304.893055404
"1755",306418.570031533
"1756",803893.365151842
"1757",541709.455062292
"1758",392903.852956131
"1759",585192.916352069
"1760",502292.001117501
"1761",809755.628012794
"1762",783799.080638724
"1763",410888.935196042
"1764",306296.117037915
"1765",541407.560939629
"1766",730802.178437792
"1767",555048.546796427
"1768",676460.931027202
"1769",486015.589171171
"1770",361361.734568784
"1771",170958.297426456
"1772",596384.105319955
"1773",318021.221618924
"1774",338625.055007225
"1775",781465.123673588
"1776",271000.65927518
"1777",705505.74863941
"1778",391344.329388041
"1779",240698.306176955
"1780",372863.222086885
"1781",731818.998470443
"1782",411210.579355356
"1783",922123.116264125
"1784",395118.017255355
"1785",973311.414269204
"1786",782712.97743372
"1787",403467.31722866
"1788",1261738.75783693
"1789",364808.312405816
"1790",548792.183391043
"1791",692272.254686354
"1792",871253.541003197
"1793",494449.28591699
"1794",171902.906586265
"1795",631752.088449239
"1796",1096891.36721938
"1797",409842.432106409
"1798",405792.220116033
"1799",174632.307548709
"1800",962214.489786594
"1801",263859.676998853
"1802",143124.396601959
"1803",771569.516055234
"1804",450920.407983904
"1805",503691.966735082
"1806",1092460.27738578
"1807",852350.822996818
"1808",707549.395546591
"1809",187902.251452762
"1810",756895.607282346
"1811",931073.461199696
"1812",249834.783720702
"1813",1443473.9678526
"1814",1422888.25364278
"1815",3860200.82440711
"1816",183920.766700628
"1817",706889.77555552
"1818",709994.882416024
"1819",109950.040087443
"1820",643913.871843503
"1821",548705.40109577
"1822",650160.224022923
"1823",371664.552095473
"1824",269396.848071232
"1825",1018697.04730799
"1826",409461.368710464
"1827",799636.393319665
"1828",13959.6723990804
"1829",529859.554993693
"1830",397290.239967866
"1831",807662.669336253
"1832",86664.7516528604
"1833",257678.389186043
"1834",349943.132019143
"1835",301676.93995343
"1836",431574.244504241
"1837",840230.201828152
"1838",484024.082861574
"1839",221921.901977447
"1840",871320.989716958
"1841",221775.796096471
"1842",234357.882868446
"1843",270072.970849575
"1844",337367.564882115
"1845",785197.63660358
"1846",417008.747319257
"1847",666930.967893291
"1848",360715.868215695
"1849",134658.632452337
"1850",259237.170290924
"1851",295010.983918816
"1852",235716.719140665
"1853",449633.702219136
"1854",781981.041544102
"1855",594585.359945839
"1856",530378.685259917
"1857",192771.569068542
"1858",198476.352772996
"1859",256011.103777224
"1860",466206.504663635
"1861",945310.625508649
"1862",780163.434801628
"1863",128661.671589268
"1864",236067.629986513
"1865",390303.155165475
"1866",437386.385206195
"1867",283045.655482831
"1868",485766.998466747
"1869",271537.196938177
"1870",555860.026663825
"1871",604721.805841593
"1872",361382.676920268
"1873",954878.386341152
"1874",159448.499258499
"1875",510109.542806679
"1876",350481.831922823
"1877",234111.333015901
"1878",436403.025915479
"1879",435485.951922076
"1880",552252.306299845
"1881",1225579.07044442
"1882",729366.457430975
"1883",547538.343868913
"1884",406077.215168973
"1885",460500.801340665
"1886",81795.8315492017
"1887",279605.712336648
"1888",1028776.38561582
"1889",1037368.02733055
"1890",135383.313921992
"1891",353968.37935245
"1892",1093167.18784174
"1893",506825.784463681
"1894",290973.168930156
"1895",717260.592231896
"1896",204915.324016902
"1897",789937.222903012
"1898",240245.60189488
"1899",440127.26640609
"1900",674402.057484104
"1901",409324.901411144
"1902",1345960.11308351
"1903",276142.122345814
"1904",749468.984911343
"1905",415232.157479692
"1906",464348.799792145
"1907",849095.905798822
"1908",344705.896702423
"1909",281466.117308389
"1910",635167.629520294
"1911",961365.425119275
"1912",192385.154791794
"1913",1493645.13536506
"1914",1014914.34124412
"1915",335211.273627533
"1916",105962.997529024
"1917",519233.740829652
"1918",617328.44712272
"1919",460830.256757161
"1920",814131.61290731
"1921",879121.459871097
"1922",612058.676877304
"1923",89538.4082567481
"1924",571552.657444446
"1925",896337.72557511
"1926",717681.267484518
"1927",242900.181377656
"1928",245209.484904552
"1929",642658.65326877
"1930",464938.024674603
"1931",614626.797275894
"1932",281324.843590393
"1933",290733.689581442
"1934",715303.811100044
"1935",1060749.17157684
"1936",1077967.45216126
"1937",701273.763560315
"1938",247834.485954504
"1939",478906.64015927
"1940",79466.6646133633
"1941",489303.474028842
"1942",267556.634890413
"1943",465884.048151231
"1944",496221.424294389
"1945",256856.244127583
"1946",816269.58265139
"1947",317640.899387358
"1948",895668.49648898
"1949",566219.549376384
"1950",675662.434631481
"1951",224819.39388327
"1952",776042.835223676
"1953",718163.719610737
"1954",1055864.63158474
"1955",488275.084920558
"1956",451271.316872178
"1957",218541.469538094
"1958",131276.521680271
"1959",1297734.96333605
"1960",654204.897002253
"1961",238418.018781464
"1962",939093.817106848
"1963",340041.083598112
"1964",75173.0256524342
"1965",812007.323694108
"1966",854577.432150896
"1967",925785.510776449
"1968",453894.34474903
"1969",666053.970331997
"1970",505784.396505539
"1971",496214.363169683
"1972",340879.938752779
"1973",404944.434221979
"1974",479000.033706544
"1975",197801.119404187
"1976",268952.330602417
"1977",294292.267368231
"1978",503878.582968635
"1979",583225.390317106
"1980",1058166.25684238
"1981",614169.102682758
"1982",585995.167566109
"1983",70350.2372434039
"1984",445458.274043005
"1985",363604.093854381
"1986",734270.247492033
"1987",903227.528139126
"1988",541875.569425106
"1989",458091.192559721
"1990",817275.427314638
"1991",257931.900614272
"1992",256718.009690275
"1993",985604.292954236
"1994",473920.369811317
"1995",920453.759160854
"1996",835661.228664447
"1997",932642.798378753
"1998",518494.982702488
"1999",235074.110058766
"2000",268721.984294909
"2001",572849.02053744
"2002",188137.457436902
"2003",693335.360107178
"2004",590512.980033625
"2005",573803.537809262
"2006",512636.434194898
"2007",483620.548122
"2008",584893.620421034
"2009",1056673.42812402
"2010",480556.403513767
"2011",201172.437616815
"2012",430105.744612316
"2013",669263.444734975
"2014",510218.380092654
"2015",56755.2968882872
"2016",869224.153506467
"2017",314376.05578302
"2018",644360.503287722
"2019",235882.680204803
"2020",347362.843251975
"2021",636621.723829305
"2022",481632.101391181
"2023",290433.800684245
"2024",490629.821818311
"2025",447311.669353227
"2026",246852.691950781
"2027",387264.847844993
"2028",554440.614757536
"2029",202280.129811053
"2030",480430.810404369
"2031",393921.472167972
"2032",395800.554657213
"2033",579429.906690227
"2034",781041.097822039
"2035",389827.67914329
"2036",1008289.37664473
"2037",403702.70344636
"2038",532780.963966045
"2039",458374.744448158
"2040",449969.214542944
"2041",510772.435765724
"2042",492504.40247499
"2043",658319.201562433
"2044",1573283.17260021
"2045",586608.607409305
"2046",206326.245608279
"2047",1026110.2119029
"2048",416189.3378068
"2049",226147.361261622
"2050",848479.783999409
"2051",890316.56575189
"2052",690175.743696981
"2053",603192.686201483
"2054",554906.246111764
"2055",555957.839004511
"2056",406388.199364427
"2057",469449.754050776
"2058",1545338.13023813
"2059",778245.234282656
"2060",636217.001866093
"2061",487252.612523618
"2062",517654.111029626
"2063",198885.484084002
"2064",1055942.06576017
"2065",283633.745206082
"2066",487597.584853926
"2067",257773.969504597
"2068",1496095.84848661
"2069",459350.816765885
"2070",1232009.02139225
"2071",362774.614725478
"2072",552431.123355307
"2073",348296.016635765
"2074",388176.778347933
"2075",86332.6580113317
"2076",639831.596960442
"2077",253535.787665825
"2078",309330.493141762
"2079",819332.733647253
"2080",481366.001955546
"2081",354455.677765669
"2082",852019.422141482
"2083",410342.419998722
"2084",516134.568400907
"2085",543026.770551423
"2086",795513.034332716
"2087",703067.025871414
"2088",413708.632786276
"2089",519106.793077642
"2090",66137.2116995132
"2091",325545.334073143
"2092",710079.995856875
"2093",437507.749076405
"2094",431421.866366126
"2095",379892.362272294
"2096",411614.352759197
"2097",470380.350120418
"2098",561809.055643794
"2099",647839.051818939
"2100",282720.544008031
"2101",433444.155298237
"2102",483801.830958024
"2103",571861.216963851
"2104",179468.355067197
"2105",41252.5145294065
"2106",418819.238033142
"2107",97513.6648798151
"2108",449687.759218292
"2109",735670.110102412
"2110",179801.665700587
"2111",633438.696533266
"2112",697531.316991659
"2113",445108.209402712
"2114",399295.682712262
"2115",770524.321662898
"2116",1056817.57377492
"2117",281814.623741028
"2118",368061.299725412
"2119",573047.825042797
"2120",413339.003508529
"2121",981915.360733792
"2122",1528190.01884865
"2123",941748.503038622
"2124",538987.75041386
"2125",423839.939909292
"2126",427697.268084321
"2127",401964.674426979
"2128",468731.2540355
"2129",416947.178150659
"2130",256635.876339219
"2131",548171.742334906
"2132",666665.799986992
"2133",289023.927559427
"2134",394019.51739311
"2135",362047.562530203
"2136",553285.515211173
"2137",461343.42068005
"2138",403150.798249841
"2139",1251403.39858582
"2140",4623.36494739805
"2141",1480839.08977963
"2142",994591.289426096
"2143",605945.102333648
"2144",533462.624962308
"2145",504547.213070214
"2146",117662.595197044
"2147",327293.713630587
"2148",886308.90397278
"2149",475491.134918883
"2150",675092.469821358
"2151",425221.898510229
"2152",1154744.39617988
"2153",628315.871798694
"2154",522716.763916638
"2155",1031478.90049263
"2156",425150.454217886
"2157",628818.727462148
"2158",322538.707887815
"2159",249830.129989502
"2160",983016.213433164
"2161",480680.909828877
"2162",700926.137855818
"2163",506672.459031318
"2164",320834.668639445
"2165",817059.297621283
"2166",847812.019506548
"2167",351499.274611532
"2168",370914.765811012
"2169",269288.434189731
"2170",273724.012347706
"2171",848864.070039189
"2172",590201.568060311
"2173",344921.352502379
"2174",478164.026022547
"2175",636351.547093079
"2176",388596.531217677
"2177",768944.335493003
"2178",109927.352484045
"2179",123073.821296678
"2180",252790.943457099
"2181",1197804.10308233
"2182",757083.080217745
"2183",567705.775567612
"2184",616374.613070065
"2185",202879.252224304
"2186",209393.389933623
"2187",820530.662787154
"2188",519150.406073972
"2189",622392.972249021
"2190",212816.690616453
"2191",391362.247863996
"2192",497688.702755494
"2193",1158992.51764803
"2194",152232.952789982
"2195",1249798.03063201
"2196",391935.175275536
"2197",1137599.64883997
"2198",699588.25807531
"2199",817892.310395156
"2200",330145.078685962
"2201",207224.906778613
"2202",442384.782930449
"2203",108204.388646801
"2204",455003.755511359
"2205",276251.606332648
"2206",167802.472848732
"2207",778565.697782916
"2208",106142.728107979
"2209",528974.812981041
"2210",931283.78339682
"2211",1648208.38384862
"2212",162702.244617033
"2213",536704.699285431
"2214",843592.276581943
"2215",248828.464423281
"2216",280167.449475759
"2217",708944.437068746
"2218",257606.018099616
"2219",236036.706155711
"2220",442144.492445178
"2221",454606.057739392
"2222",378202.775324269
"2223",566559.531066975
"2224",454526.157266021
"2225",1262733.72247865
"2226",259787.899825517
"2227",368305.922636835
"2228",583702.288630415
"2229",121351.441218847
"2230",597426.389682115
"2231",386713.182024151
"2232",573420.583196575
"2233",693022.003420984
"2234",955210.542158677
"2235",754136.275691055
"2236",558952.364282407
"2237",272655.154980171
"2238",1156321.13442381
"2239",510112.236570988
"2240",309804.686133429
"2241",205186.503535659
"2242",322360.012553556
"2243",746634.624059238
"2244",204069.273370174
"2245",131838.09008752
"2246",238421.039310463
"2247",368251.573140754
"2248",543934.471361645
"2249",760125.720026317
"2250",621237.849553776
"2251",153371.135266901
"2252",780624.474943216
"2253",1241045.18430938
"2254",231058.870381949
"2255",161831.990642035
"2256",1053605.92336798
"2257",845707.27660558
"2258",673364.883905236
"2259",495420.898883818
"2260",288697.696006536
"2261",227692.603565277
"2262",458570.187721893
"2263",514048.392128694
"2264",946049.47197705
"2265",436449.867376904
"2266",455405.018264112
"2267",218630.07280839
"2268",477687.001174775
"2269",444849.388624959
"2270",93977.2532012234
"2271",212864.09333318
"2272",197259.642221385
"2273",658139.438318416
"2274",670165.706781654
"2275",719574.57939726
"2276",652515.814481231
"2277",537420.698296606
"2278",664121.497694819
"2279",287786.01326818
"2280",370505.909947306
"2281",362401.420901987
"2282",544937.286232661
"2283",744148.762555738
"2284",250382.651750348
"2285",179091.010291945
"2286",458720.136898292
"2287",207022.201185164
"2288",348295.409275524
"2289",1501256.18993092
"2290",448876.743585029
"2291",72434.5210969701
"2292",393036.049935947
"2293",164907.693292619
"2294",924096.071593283
"2295",335682.111739194
"2296",800940.843118538
"2297",236164.173527159
"2298",236164.173527159
"2299",246377.169181411
"2300",267931.17883844
"2301",945361.190017108
"2302",526148.047784126
"2303",474460.479060626
"2304",299939.829753285
"2305",348328.340301901
"2306",431314.625661935
"2307",163034.714494183
"2308",669954.227875726
"2309",267249.697483202
"2310",928257.652308861
"2311",397319.008074125
"2312",1331774.45051445
"2313",583540.259400912
"2314",648494.491608713
"2315",649721.443999488
"2316",277538.060093752
"2317",595073.53972983
"2318",1070053.86577598
"2319",295871.851955084
"2320",115400.543578658
"2321",597679.833802178
"2322",492485.907367296
"2323",246086.863438425
"2324",557651.063261101
"2325",396575.223760214
"2326",772222.940345935
"2327",586742.482567553
"2328",799068.275382684
"2329",1281433.72402528
"2330",459272.363801105
"2331",720950.00967425
"2332",810790.159461821
"2333",184581.189357297
"2334",785840.147508143
"2335",411524.093578986
"2336",373384.780427661
"2337",773118.176535833
"2338",502436.646140257
"2339",924855.028439237
"2340",212191.081048336
"2341",610197.396667983
"2342",524493.842905857
"2343",392364.53651184
"2344",1184750.59245768
"2345",97360.4138035193
"2346",608653.275864477
"2347",1195045.16998574
"2348",821047.629960792
"2349",462494.718589227
"2350",486714.043992624
"2351",475985.542324825
"2352",1177093.37630585
"2353",588807.552013445
"2354",377906.235483147
"2355",741772.667743563
"2356",374192.715353394
"2357",786079.012086641
"2358",360278.809719816
"2359",169974.229465579
"2360",806703.978651774
"2361",839633.50923507
"2362",581141.330765739
"2363",534127.735411968
"2364",265983.017496913
"2365",397912.435769507
"2366",434977.034330906
"2367",197747.039477681
"2368",388099.919879302
"2369",46488.2678586334
"2370",806087.784230545
"2371",506952.438216961
"2372",791091.624097323
"2373",365789.741466272
"2374",654081.272166892
"2375",557369.448937583
"2376",1852167.20857831
"2377",546725.637442882
"2378",1265392.57490041
"2379",752270.643193547
"2380",292132.46124999
"2381",1119814.43697819
"2382",558576.350302571
"2383",188446.581601219
"2384",238959.405586067
"2385",1085202.44121385
"2386",312707.319617914
"2387",679434.273929163
"2388",44943.220245053
"2389",538078.744347109
"2390",414238.563145942
"2391",467526.211192742
"2392",1048728.51346294
"2393",660581.566691525
"2394",185663.855679441
"2395",329964.693960875
"2396",573344.598433527
"2397",307159.657570281
"2398",1181803.44664562
"2399",855530.875408247
"2400",284359.484459086
"2401",499511.418945629
"2402",383263.316791643
"2403",278801.154821846
"2404",1518319.38979359
"2405",465332.456195099
"2406",1075213.52949741
"2407",230919.384665268
"2408",1195220.38094832
"2409",742862.542949246
"2410",291894.063048832
"2411",892501.209729942
"2412",1009438.52980425
"2413",256741.014344567
"2414",405508.432451091
"2415",380522.238104256
"2416",579902.822030408
"2417",605768.845637284
"2418",1739672.91222296
"2419",426575.462677961
"2420",543130.547898551
"2421",716292.448802769
"2422",192957.054444619
"2423",155126.06600688
"2424",62072.424780452
"2425",270449.274251119
"2426",224667.529545821
"2427",1059461.5378681
"2428",643408.239678092
"2429",698895.391960962
"2430",595270.290564878
"2431",244568.425121132
"2432",999358.290153376
"2433",475672.276334595
"2434",741983.180218783
"2435",291707.360411148
"2436",255391.637770563
"2437",915289.419204717
"2438",1789320.77020622
"2439",857663.154451823
"2440",326373.552445129
"2441",508283.810010762
"2442",215234.572720844
"2443",54685.0325083485
"2444",421319.783727599
"2445",782606.593922809
"2446",954778.311327466
"2447",292096.420940779
"2448",745490.549918269
"2449",477089.012425134
"2450",349353.533547979
"2451",443982.717945672
"2452",404164.122841263
"2453",486166.390848816
"2454",685697.993016848
"2455",169957.621512521
"2456",619059.730670519
"2457",309966.319453158
"2458",525969.195023503
"2459",439901.568595117
"2460",608622.922940351
"2461",1339171.7386311
"2462",385221.212581881
"2463",656233.955182163
"2464",643997.508209266
"2465",314951.830959555
"2466",470112.330168413
"2467",296229.682096479
"2468",908130.742212364
"2469",1248174.78994377
"2470",877731.351874106
"2471",282470.579398963
"2472",459397.444569561
"2473",455955.979101158
"2474",680845.879096468
"2475",332431.619532799
"2476",426663.719887527
"2477",455582.708672388
"2478",1331286.13759432
"2479",760623.79840918
"2480",248031.209954377
"2481",409970.433491483
"2482",522322.946705263
"2483",489151.790329592
"2484",344332.161127779
"2485",232002.710335709
"2486",460790.707610238
"2487",318018.180315783
"2488",277075.46429039
"2489",378521.963914468
"2490",577189.119529144
"2491",464806.110169649
"2492",769200.655651937
"2493",105190.511843606
"2494",245496.743288172
"2495",515990.36673999
"2496",345306.068021418
"2497",945137.951201513
"2498",801884.177095616
"2499",186941.059906964
"2500",618577.171949983
"2501",359851.953496557
"2502",971141.032796487
"2503",176730.321059552
"2504",418689.732038444
"2505",471551.395843371
"2506",823253.086093677
"2507",205685.834341511
"2508",2174801.0523312
"2509",551116.549851082
"2510",554304.536521619
"2511",127849.191006787
"2512",326769.724914127
"2513",668648.414201733
"2514",334021.038445444
"2515",391404.239137805
"2516",346603.615034089
"2517",214428.615302734
"2518",435246.720079413
"2519",567602.607390441
"2520",430458.076302047
"2521",365646.53216954
"2522",719948.799582561
"2523",188428.322513041
"2524",564201.237673599
"2525",620944.840770352
"2526",427037.047227753
"2527",289160.475399939
"2528",476255.945378084
"2529",376084.360553343
"2530",485369.123475587
"2531",633069.111625357
"2532",582608.686788814
"2533",252135.902443756
"2534",1401652.98611809
"2535",588573.287124204
"2536",492172.960491547
"2537",428651.659322337
"2538",1285667.47909581
"2539",645986.598863687
"2540",362600.775354853
"2541",1217161.25767376
"2542",1298320.84014304
"2543",780645.252719627
"2544",408128.285884468
"2545",301465.141122043
"2546",855348.396088465
"2547",182170.023022512
"2548",1107943.64681439
"2549",578271.484799264
"2550",369785.716856705
"2551",457486.561097791
"2552",216946.130430256
"2553",771920.772749456
"2554",396984.642210988
"2555",406490.578420175
"2556",479039.550715448
"2557",732642.429136754
"2558",223659.080855863
"2559",309008.836018916
"2560",273849.040346089
"2561",422118.171045756
"2562",255416.298668282
"2563",687701.522695666
"2564",669492.23043105
"2565",803525.355926866
"2566",488816.407635923
"2567",831298.169562959
"2568",728535.89955879
"2569",503226.841103437
"2570",1130277.24306421
"2571",580889.962941236
"2572",343542.765230785
"2573",489099.055934416
"2574",470360.322644893
"2575",1602082.37497747
"2576",313808.332766958
"2577",792290.913792778
"2578",534748.551256344
"2579",638372.958725801
"2580",289455.944898491
"2581",1085778.98433754
"2582",161100.024674281
"2583",280756.682190541
"2584",342203.156302226
"2585",380091.080845579
"2586",536045.426113461
"2587",864692.945023567
"2588",326095.728162619
"2589",420725.981960337
"2590",429650.463118274
"2591",526376.796097817
"2592",260634.990071762
"2593",202837.021297458
"2594",677694.2195625
"2595",632230.605966473
"2596",919922.516695988
"2597",454388.839932085
"2598",586688.819849852
"2599",876566.767570158
"2600",553010.093782934
"2601",150141.158296289
"2602",296665.354601575
"2603",779546.689606839
"2604",331299.860835228
"2605",100987.536704117
"2606",734518.665692289
"2607",828830.819848471
"2608",255101.778818152
"2609",594028.321520675
"2610",772777.957517211
